lr,lora_r,lora_alpha,weight_decay,max_steps,eval_every,sft_preset,sft_val_ratio,lora_type,best_eval_perplexity,best_eval_loss,best_iteration,last_eval_perplexity,last_eval_loss,last_iteration,metrics_dir,status
2e-05,16,32.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.037597,0.036908,500,1.037597,0.036908,500,qwen3_autogrid/results_mmlu/lr_2p0000e-05_r16_a32_st500_wd_1p0000e-02,ok
0.0002,32,64.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.037872,0.037173,200,1.044137,0.04319,500,qwen3_autogrid/results_mmlu/lr_2p0000e-04_r32_a64_st500_wd_1p0000e-02,ok
2e-05,16,32.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.0379,0.037199,500,1.0379,0.037199,500,qwen3_autogrid/results_mmlu/lr_2p0000e-05_r16_a32_st500_wd_1p0000e-03,ok
0.0002,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,default,1.040892,0.040078,200,1.044288,0.043335,500,qwen3_autogrid/results_mmlu/lr_2p0000e-04_r64_a128_st500_wd_0p0000e00,ok
0.0002,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.040892,0.040078,200,1.044288,0.043335,500,qwen3_autogrid/results_mmlu/lr_2p0000e-04_r64_a128_st500_wd_1p0000e-02,ok
2e-06,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.041026,0.040207,400,1.041135,0.040312,500,qwen3_autogrid/results_mmlu/lr_2p0000e-06_r64_a128_st500_wd_1p0000e-02,ok
2e-06,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.041026,0.040207,400,1.041135,0.040312,500,qwen3_autogrid/results_mmlu/lr_2p0000e-06_r64_a128_st500_wd_1p0000e-03,ok
2e-06,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,default,1.04113,0.040307,400,1.041418,0.040584,500,qwen3_autogrid/results_mmlu/lr_2p0000e-06_r64_a128_st500_wd_0p0000e00,ok
0.0002,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.042053,0.041193,200,1.045303,0.044307,500,qwen3_autogrid/results_mmlu/lr_2p0000e-04_r64_a128_st500_wd_1p0000e-03,ok
2e-06,32,64.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.046423,0.045378,500,1.046423,0.045378,500,qwen3_autogrid/results_mmlu/lr_2p0000e-06_r32_a64_st500_wd_1p0000e-02,ok
2e-06,32,64.0,0.0,500,100,knowledge_mc_mix,0.1,default,1.046505,0.045456,400,1.046768,0.045708,500,qwen3_autogrid/results_mmlu/lr_2p0000e-06_r32_a64_st500_wd_0p0000e00,ok
2e-06,32,64.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.04686,0.045795,400,1.047,0.045929,500,qwen3_autogrid/results_mmlu/lr_2p0000e-06_r32_a64_st500_wd_1p0000e-03,ok
2e-06,16,32.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.066194,0.064096,400,1.066535,0.064415,500,qwen3_autogrid/results_mmlu/lr_2p0000e-06_r16_a32_st500_wd_1p0000e-02,ok
2e-06,16,32.0,0.0,500,100,knowledge_mc_mix,0.1,default,1.066337,0.06423,500,1.066337,0.06423,500,qwen3_autogrid/results_mmlu/lr_2p0000e-06_r16_a32_st500_wd_0p0000e00,ok
2e-06,16,32.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.066337,0.06423,500,1.066337,0.06423,500,qwen3_autogrid/results_mmlu/lr_2p0000e-06_r16_a32_st500_wd_1p0000e-03,ok
0.002,16,32.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.135195,0.126804,100,1.137843,0.129135,500,qwen3_autogrid/results_mmlu/lr_2p0000e-03_r16_a32_st500_wd_1p0000e-02,ok
0.002,16,32.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.135195,0.126804,100,1.137843,0.129135,500,qwen3_autogrid/results_mmlu/lr_2p0000e-03_r16_a32_st500_wd_1p0000e-03,ok
0.002,32,64.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.137585,0.128908,500,1.137585,0.128908,500,qwen3_autogrid/results_mmlu/lr_2p0000e-03_r32_a64_st500_wd_1p0000e-02,ok
0.002,32,64.0,0.0,500,100,knowledge_mc_mix,0.1,default,1.137777,0.129076,500,1.137777,0.129076,500,qwen3_autogrid/results_mmlu/lr_2p0000e-03_r32_a64_st500_wd_0p0000e00,ok
0.002,32,64.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.137777,0.129076,500,1.137777,0.129076,500,qwen3_autogrid/results_mmlu/lr_2p0000e-03_r32_a64_st500_wd_1p0000e-03,ok
0.002,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,default,1.138022,0.129292,500,1.138022,0.129292,500,qwen3_autogrid/results_mmlu/lr_2p0000e-03_r64_a128_st500_wd_0p0000e00,ok
0.002,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.141472,0.132318,500,1.141472,0.132318,500,qwen3_autogrid/results_mmlu/lr_2p0000e-03_r64_a128_st500_wd_1p0000e-03,ok
0.002,16,32.0,0.0,500,100,knowledge_mc_mix,0.1,default,1.19771,0.180412,100,1.213406,0.193432,500,qwen3_autogrid/results_mmlu/lr_2p0000e-03_r16_a32_st500_wd_0p0000e00,ok
0.002,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.214417,0.194264,500,1.214417,0.194264,500,qwen3_autogrid/results_mmlu/lr_2p0000e-03_r64_a128_st500_wd_1p0000e-02,ok
2e-07,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,default,5.196209,1.647929,500,5.196209,1.647929,500,qwen3_autogrid/results_mmlu/lr_2p0000e-07_r64_a128_st500_wd_0p0000e00,ok
2e-07,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,default,5.221854,1.652853,400,5.221854,1.652853,400,qwen3_autogrid/results_mmlu/lr_2p0000e-07_r64_a128_st500_wd_1p0000e-03,ok
2e-07,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,default,5.241619,1.65663,500,10.716534,2.371788,200,qwen3_autogrid/results_mmlu/lr_2p0000e-07_r64_a128_st500_wd_1p0000e-02,ok
2e-07,32,64.0,0.0,500,100,knowledge_mc_mix,0.1,default,41.061355,3.715067,400,41.149348,3.717208,500,qwen3_autogrid/results_mmlu/lr_2p0000e-07_r32_a64_st500_wd_0p0000e00,ok
2e-07,32,64.0,0.01,500,100,knowledge_mc_mix,0.1,default,41.336879,3.721755,500,41.500418,3.725704,500,qwen3_autogrid/results_mmlu/lr_2p0000e-07_r32_a64_st500_wd_1p0000e-02,ok
2e-07,32,64.0,0.001,500,100,knowledge_mc_mix,0.1,default,41.418901,3.723737,400,41.500418,3.725704,500,qwen3_autogrid/results_mmlu/lr_2p0000e-07_r32_a64_st500_wd_1p0000e-03,ok
2e-07,16,32.0,0.001,500,100,knowledge_mc_mix,0.1,default,87.010838,4.466033,500,87.010838,4.466033,500,qwen3_autogrid/results_mmlu/lr_2p0000e-07_r16_a32_st500_wd_1p0000e-03,ok
2e-07,16,32.0,0.0,500,100,knowledge_mc_mix,0.1,default,88.060803,4.478028,300,88.134082,4.478859,500,qwen3_autogrid/results_mmlu/lr_2p0000e-07_r16_a32_st500_wd_0p0000e00,ok
2e-07,16,32.0,0.01,500,100,knowledge_mc_mix,0.1,default,88.060803,4.478028,300,88.134082,4.478859,500,qwen3_autogrid/results_mmlu/lr_2p0000e-07_r16_a32_st500_wd_1p0000e-02,ok
