run_name,mmlu_mean_acc,metrics_dir,mmlu_eval_json
lr_4p0000e-04_r64_a128_st500_wd_1p0000e-02,0.4533314329559306,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_4p0000e-04_r64_a128_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_4p0000e-04_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
lr_3p0000e-04_r64_a128_st500_wd_1p0000e-02,0.4385995270972405,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-04_r64_a128_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-04_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
lr_2p0000e-04_r64_a128_st500_wd_1p0000e-03,0.433448415003855,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-04_r64_a128_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-04_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
lr_2p0000e-04_r64_a128_st500_wd_1p0000e-02,0.42125251450288714,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-04_r64_a128_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-04_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
lr_6p0000e-04_r32_a64_st500_wd_1p0000e-03,0.42026631616629906,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_6p0000e-04_r32_a64_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_6p0000e-04_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
lr_4p0000e-04_r64_a128_st500_wd_0p0000e00,0.40850208475498284,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_4p0000e-04_r64_a128_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_4p0000e-04_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
lr_4p0000e-04_r64_a128_st500_wd_1p0000e-03,0.40850208475498284,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_4p0000e-04_r64_a128_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_4p0000e-04_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
lr_6p0000e-04_r32_a64_st500_wd_0p0000e00,0.4004932611396596,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_6p0000e-04_r32_a64_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_6p0000e-04_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
lr_3p0000e-04_r64_a128_st500_wd_1p0000e-03,0.3993839300943812,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-04_r64_a128_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-04_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
lr_2p0000e-04_r64_a128_st500_wd_0p0000e00,0.39597495689931517,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-04_r64_a128_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-04_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
lr_6p0000e-04_r32_a64_st500_wd_1p0000e-02,0.38971868780985097,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_6p0000e-04_r32_a64_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_6p0000e-04_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
lr_2p0000e-03_r32_a64_st500_wd_0p0000e00,0.3401064880895741,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r32_a64_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
lr_6p0000e-04_r64_a128_st500_wd_0p0000e00,0.33996717309497354,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_6p0000e-04_r64_a128_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_6p0000e-04_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
lr_1p5000e-03_r32_a64_st500_wd_0p0000e00,0.3335386742950082,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r32_a64_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
lr_1p5000e-03_r32_a64_st500_wd_1p0000e-03,0.3335386742950082,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r32_a64_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
lr_1p0000e-03_r64_a128_st500_wd_1p0000e-03,0.3166033325058867,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p0000e-03_r64_a128_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p0000e-03_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
lr_1p0000e-03_r64_a128_st500_wd_0p0000e00,0.3166033319558185,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p0000e-03_r64_a128_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p0000e-03_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
lr_1p0000e-03_r64_a128_st500_wd_1p0000e-02,0.3166033319558185,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p0000e-03_r64_a128_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p0000e-03_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
lr_1p5000e-03_r64_a128_st500_wd_1p0000e-03,0.31592544260412125,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r64_a128_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
lr_2p0000e-03_r64_a128_st500_wd_1p0000e-02,0.3152035564277153,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r64_a128_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
lr_1p5000e-03_r32_a64_st500_wd_1p0000e-02,0.3044795517732768,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r32_a64_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
lr_3p0000e-03_r64_a128_st500_wd_1p0000e-02,0.30028616079155,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r64_a128_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
lr_1p0000e-03_r32_a64_st500_wd_0p0000e00,0.2964670087071417,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p0000e-03_r32_a64_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p0000e-03_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
lr_1p0000e-03_r32_a64_st500_wd_1p0000e-03,0.29499091218843143,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p0000e-03_r32_a64_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p0000e-03_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
lr_6p0000e-04_r64_a128_st500_wd_1p0000e-03,0.29481845507927484,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_6p0000e-04_r64_a128_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_6p0000e-04_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
lr_6p0000e-04_r64_a128_st500_wd_1p0000e-02,0.29481845397825435,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_6p0000e-04_r64_a128_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_6p0000e-04_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
lr_3p0000e-03_r32_a64_st500_wd_0p0000e00,0.2909111701902634,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r32_a64_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
lr_3p0000e-03_r64_a128_st500_wd_0p0000e00,0.2896365907377577,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r64_a128_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
lr_3p0000e-03_r64_a128_st500_wd_1p0000e-03,0.2896365866230475,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r64_a128_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
lr_1p5000e-03_r64_a128_st500_wd_0p0000e00,0.2872539726542969,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r64_a128_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
lr_1p5000e-03_r64_a128_st500_wd_1p0000e-02,0.2872539726542969,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r64_a128_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
lr_2p0000e-03_r64_a128_st500_wd_0p0000e00,0.2872539726542969,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r64_a128_st500_wd_0p0000e00,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
lr_2p0000e-03_r64_a128_st500_wd_1p0000e-03,0.2872539709592771,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r64_a128_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
lr_3p0000e-03_r32_a64_st500_wd_1p0000e-02,0.2872539709592771,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r32_a64_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
lr_1p0000e-03_r32_a64_st500_wd_1p0000e-02,0.2868618077756001,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p0000e-03_r32_a64_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_1p0000e-03_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
lr_2p0000e-03_r32_a64_st500_wd_1p0000e-02,0.2838511060783554,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r32_a64_st500_wd_1p0000e-02,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
lr_2p0000e-03_r32_a64_st500_wd_1p0000e-03,0.2838511056059477,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r32_a64_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
lr_3p0000e-03_r32_a64_st500_wd_1p0000e-03,0.2838511056059477,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r32_a64_st500_wd_1p0000e-03,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
