lr,lora_r,lora_alpha,weight_decay,max_steps,eval_every,sft_preset,sft_val_ratio,lora_type,best_eval_perplexity,best_eval_loss,best_iteration,last_eval_perplexity,last_eval_loss,last_iteration,metrics_dir,status
0.0015,32,64.0,0.0,500,100,knowledge_mc_mix,0.1,default,1.133829,0.125601,400,1.137394,0.12874,500,qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r32_a64_st500_wd_0p0000e00,ok
0.0015,32,64.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.133829,0.125601,400,1.137394,0.12874,500,qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r32_a64_st500_wd_1p0000e-03,ok
0.0015,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.13753,0.128859,500,1.13753,0.128859,500,qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r64_a128_st500_wd_1p0000e-03,ok
0.002,32,64.0,0.0,500,100,knowledge_mc_mix,0.1,default,1.137585,0.128908,500,1.137585,0.128908,500,qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r32_a64_st500_wd_0p0000e00,ok
0.002,32,64.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.137777,0.129076,500,1.137777,0.129076,500,qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r32_a64_st500_wd_1p0000e-02,ok
0.002,32,64.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.137777,0.129076,500,1.137777,0.129076,500,qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r32_a64_st500_wd_1p0000e-03,ok
0.003,32,64.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.137879,0.129166,500,1.137879,0.129166,500,qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r32_a64_st500_wd_1p0000e-03,ok
0.002,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.138022,0.129292,500,1.138022,0.129292,500,qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r64_a128_st500_wd_1p0000e-02,ok
0.003,32,64.0,0.0,500,100,knowledge_mc_mix,0.1,default,1.1384,0.129623,500,1.1384,0.129623,500,qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r32_a64_st500_wd_0p0000e00,ok
0.003,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,default,1.1384,0.129624,500,1.1384,0.129624,500,qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r64_a128_st500_wd_0p0000e00,ok
0.003,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.1384,0.129624,500,1.1384,0.129624,500,qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r64_a128_st500_wd_1p0000e-03,ok
0.003,32,64.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.13856,0.129764,500,1.13856,0.129764,500,qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r32_a64_st500_wd_1p0000e-02,ok
0.002,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,default,1.141472,0.132318,500,1.141472,0.132318,500,qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r64_a128_st500_wd_0p0000e00,ok
0.002,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,default,1.141472,0.132318,500,1.141472,0.132318,500,qwen3_autogrid/results_mmlu_refine/lr_2p0000e-03_r64_a128_st500_wd_1p0000e-03,ok
0.003,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.14288,0.133551,500,1.14288,0.133551,500,qwen3_autogrid/results_mmlu_refine/lr_3p0000e-03_r64_a128_st500_wd_1p0000e-02,ok
0.0015,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,default,1.142983,0.133641,300,1.169869,0.156892,500,qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r64_a128_st500_wd_0p0000e00,ok
0.0015,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,default,1.142983,0.133641,300,1.169869,0.156892,500,qwen3_autogrid/results_mmlu_refine/lr_1p5000e-03_r64_a128_st500_wd_1p0000e-02,ok
