lr,lora_r,lora_alpha,weight_decay,max_steps,eval_every,sft_preset,sft_val_ratio,lora_type,best_eval_perplexity,best_eval_loss,best_iteration,last_eval_perplexity,last_eval_loss,last_iteration,post_peak_last_over_best,post_peak_tail_mean_over_best,metrics_dir,status
0.0003,32,64.0,0.01,1200,100,alpaca_train_1k,0.2,default,4.029852,1.39373,300,831.63945,6.723399,1200,206.36972524052993,226.8101255331461,deepseek_bbh_autogrid/results/lr_3p0000e-04_r32_a64_st1200_wd_1p0000e-02,ok
0.0003,32,16.0,0.01,500,100,alpaca_train_1k,0.2,default,4.066716,1.402836,300,4.169511,1.427799,500,1.0252771523755284,1.0165374223329093,deepseek_bbh_autogrid/results/lr_3p0000e-04_r32_a16_st500_wd_1p0000e-02,ok
0.003,16,16.0,0.01,500,100,alpaca_train_1k,0.2,default,4.067991,1.403149,100,3058.410991,8.025651,500,751.8234408581534,602.8565694958519,deepseek_bbh_autogrid/results/lr_3p0000e-03_r16_a16_st500_wd_1p0000e-02,ok
0.0003,16,16.0,0.0,500,100,alpaca_train_1k,0.2,default,4.106778,1.412639,200,4.164654,1.426633,500,1.0140927997568896,1.0211727214538175,deepseek_bbh_autogrid/results/lr_3p0000e-04_r16_a16_st500_wd_0p0000e00,ok
0.0003,32,16.0,0.0,500,100,alpaca_train_1k,0.2,default,4.125751,1.417248,300,4.177144,1.429628,500,1.0124566412272578,1.0121369418561614,deepseek_bbh_autogrid/results/lr_3p0000e-04_r32_a16_st500_wd_0p0000e00,ok
0.0003,16,16.0,0.01,500,100,alpaca_train_1k,0.2,default,4.127685,1.417717,200,4.262848,1.449937,500,1.0327454735523667,1.042171015149331,deepseek_bbh_autogrid/results/lr_3p0000e-04_r16_a16_st500_wd_1p0000e-02,ok
3e-05,32,64.0,0.01,1200,100,alpaca_train_1k,0.2,default,4.18839,1.432316,900,4.202675,1.435721,1200,1.0034106183999103,1.0027561107410405,deepseek_bbh_autogrid/results/lr_3p0000e-05_r32_a64_st1200_wd_1p0000e-02,ok
3e-05,32,64.0,0.0,1200,100,alpaca_train_1k,0.2,default,4.194264,1.433718,1200,4.194264,1.433718,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r32_a64_st1200_wd_0p0000e00,ok
0.0003,16,64.0,0.0,500,100,alpaca_train_1k,0.2,default,4.282085,1.45444,300,21.107429,3.049625,500,4.929241012263885,4.283329032468996,deepseek_bbh_autogrid/results/lr_3p0000e-04_r16_a64_st500_wd_0p0000e00,ok
0.003,64,64.0,0.0,500,100,alpaca_train_1k,0.2,default,4.398809,1.481334,100,2654.421904,7.883982,500,603.4410459740352,2184.457286620083,deepseek_bbh_autogrid/results/lr_3p0000e-03_r64_a64_st500_wd_0p0000e00,ok
3e-05,64,64.0,0.0,500,100,alpaca_train_1k,0.2,default,4.606124,1.527387,400,4.60666,1.527503,500,1.0001163668194777,1.0001163668194777,deepseek_bbh_autogrid/results/lr_3p0000e-05_r64_a64_st500_wd_0p0000e00,ok
3e-05,64,32.0,0.01,1200,100,alpaca_train_1k,0.2,default,4.608062,1.527807,1100,4.60955,1.52813,1200,1.0003229123219262,1.0003229123219262,deepseek_bbh_autogrid/results/lr_3p0000e-05_r64_a32_st1200_wd_1p0000e-02,ok
3e-05,64,64.0,0.01,500,100,alpaca_train_1k,0.2,default,4.608153,1.527827,400,4.608698,1.527945,500,1.000118268642556,1.000118268642556,deepseek_bbh_autogrid/results/lr_3p0000e-05_r64_a64_st500_wd_1p0000e-02,ok
3e-05,64,32.0,0.0,1200,100,alpaca_train_1k,0.2,default,4.608501,1.527903,1100,4.609488,1.528117,1200,1.0002141694229858,1.0002141694229858,deepseek_bbh_autogrid/results/lr_3p0000e-05_r64_a32_st1200_wd_0p0000e00,ok
3e-05,32,64.0,0.0,500,100,alpaca_train_1k,0.2,default,4.610854,1.528413,500,4.610854,1.528413,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r32_a64_st500_wd_0p0000e00,ok
3e-05,32,64.0,0.01,500,100,alpaca_train_1k,0.2,default,4.611351,1.528521,500,4.611351,1.528521,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r32_a64_st500_wd_1p0000e-02,ok
3e-05,16,64.0,0.01,500,100,alpaca_train_1k,0.2,default,4.612593,1.52879,300,4.623299,1.531108,500,1.0023210372126914,1.0031527819601684,deepseek_bbh_autogrid/results/lr_3p0000e-05_r16_a64_st500_wd_1p0000e-02,ok
3e-05,16,64.0,0.0,500,100,alpaca_train_1k,0.2,default,4.612606,1.528793,300,4.623367,1.531123,500,1.002332954516384,1.0031499547110676,deepseek_bbh_autogrid/results/lr_3p0000e-05_r16_a64_st500_wd_0p0000e00,ok
3e-05,16,32.0,0.0,1200,100,alpaca_train_1k,0.2,default,4.695282,1.546558,1200,4.695282,1.546558,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r16_a32_st1200_wd_0p0000e00,ok
3e-05,16,32.0,0.01,1200,100,alpaca_train_1k,0.2,default,4.695399,1.546583,1200,4.695399,1.546583,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r16_a32_st1200_wd_1p0000e-02,ok
3e-05,16,32.0,0.0,500,100,alpaca_train_1k,0.2,default,4.711103,1.549922,500,4.711103,1.549922,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r16_a32_st500_wd_0p0000e00,ok
3e-05,16,32.0,0.01,500,100,alpaca_train_1k,0.2,default,4.711143,1.549931,500,4.711143,1.549931,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r16_a32_st500_wd_1p0000e-02,ok
3e-05,32,32.0,0.0,500,100,alpaca_train_1k,0.2,default,4.717533,1.551286,500,4.717533,1.551286,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r32_a32_st500_wd_0p0000e00,ok
3e-05,32,32.0,0.01,500,100,alpaca_train_1k,0.2,default,4.717546,1.551289,500,4.717546,1.551289,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r32_a32_st500_wd_1p0000e-02,ok
3e-05,32,32.0,0.0,1200,100,alpaca_train_1k,0.2,default,4.730715,1.554076,400,5.075711,1.624467,1200,1.07292681973021,1.0678896847516706,deepseek_bbh_autogrid/results/lr_3p0000e-05_r32_a32_st1200_wd_0p0000e00,ok
3e-05,32,32.0,0.01,1200,100,alpaca_train_1k,0.2,default,4.732876,1.554533,300,4.988232,1.607082,1200,1.053953663692013,1.0488089647347147,deepseek_bbh_autogrid/results/lr_3p0000e-05_r32_a32_st1200_wd_1p0000e-02,ok
3e-05,64,32.0,0.0,500,100,alpaca_train_1k,0.2,default,4.734169,1.554806,500,4.734169,1.554806,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r64_a32_st500_wd_0p0000e00,ok
3e-05,64,32.0,0.01,500,100,alpaca_train_1k,0.2,default,4.734178,1.554808,500,4.734178,1.554808,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r64_a32_st500_wd_1p0000e-02,ok
3e-05,16,16.0,0.0,1200,100,alpaca_train_1k,0.2,default,4.76044,1.56034,500,5.389938,1.684534,1200,1.1322352555646116,1.0842922683017295,deepseek_bbh_autogrid/results/lr_3p0000e-05_r16_a16_st1200_wd_0p0000e00,ok
3e-05,16,16.0,0.01,1200,100,alpaca_train_1k,0.2,default,4.76045,1.560342,500,5.389705,1.684491,1200,1.1321839321912845,1.0842605816076814,deepseek_bbh_autogrid/results/lr_3p0000e-05_r16_a16_st1200_wd_1p0000e-02,ok
3e-05,32,16.0,0.0,1200,100,alpaca_train_1k,0.2,default,4.812426,1.571201,500,5.281351,1.664182,1200,1.097440459344206,1.0729481792105922,deepseek_bbh_autogrid/results/lr_3p0000e-05_r32_a16_st1200_wd_0p0000e00,ok
3e-05,32,16.0,0.01,1200,100,alpaca_train_1k,0.2,default,4.812427,1.571201,500,5.281511,1.664212,1200,1.09747347855874,1.0729640752398502,deepseek_bbh_autogrid/results/lr_3p0000e-05_r32_a16_st1200_wd_1p0000e-02,ok
3e-05,64,16.0,0.0,500,100,alpaca_train_1k,0.2,default,4.871164,1.583333,500,4.871164,1.583333,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r64_a16_st500_wd_0p0000e00,ok
3e-05,64,16.0,0.01,500,100,alpaca_train_1k,0.2,default,4.87118,1.583336,500,4.87118,1.583336,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r64_a16_st500_wd_1p0000e-02,ok
3e-05,32,16.0,0.0,500,100,alpaca_train_1k,0.2,default,4.871325,1.583366,500,4.871325,1.583366,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r32_a16_st500_wd_0p0000e00,ok
3e-05,32,16.0,0.01,500,100,alpaca_train_1k,0.2,default,4.871365,1.583374,500,4.871365,1.583374,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r32_a16_st500_wd_1p0000e-02,ok
3e-05,16,16.0,0.0,500,100,alpaca_train_1k,0.2,default,4.874624,1.584043,500,4.874624,1.584043,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r16_a16_st500_wd_0p0000e00,ok
3e-05,16,16.0,0.01,500,100,alpaca_train_1k,0.2,default,4.87465,1.584048,500,4.87465,1.584048,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-05_r16_a16_st500_wd_1p0000e-02,ok
3e-05,64,16.0,0.0,1200,100,alpaca_train_1k,0.2,default,4.876252,1.584377,300,5.34354,1.675888,1200,1.0958293377782773,1.0705603174095368,deepseek_bbh_autogrid/results/lr_3p0000e-05_r64_a16_st1200_wd_0p0000e00,ok
3e-05,64,16.0,0.01,1200,100,alpaca_train_1k,0.2,default,4.876321,1.584391,300,5.334249,1.674148,1200,1.0939085019218382,1.070572876560013,deepseek_bbh_autogrid/results/lr_3p0000e-05_r64_a16_st1200_wd_1p0000e-02,ok
0.003,32,64.0,0.0,500,100,alpaca_train_1k,0.2,default,4.938332,1.597028,100,792.178239,6.674786,500,160.41413153267135,162.43666925391003,deepseek_bbh_autogrid/results/lr_3p0000e-03_r32_a64_st500_wd_0p0000e00,ok
0.0003,32,64.0,0.0,500,100,alpaca_train_1k,0.2,default,5.045701,1.618537,100,32.27992,3.474445,500,6.397509483816024,5.248766672856754,deepseek_bbh_autogrid/results/lr_3p0000e-04_r32_a64_st500_wd_0p0000e00,ok
0.003,64,16.0,0.0,500,100,alpaca_train_1k,0.2,default,5.051493,1.619684,100,939.673083,6.845532,500,186.01888253631157,258.511327047271,deepseek_bbh_autogrid/results/lr_3p0000e-03_r64_a16_st500_wd_0p0000e00,ok
3e-06,16,64.0,0.01,1200,100,alpaca_train_1k,0.2,default,5.389176,1.684393,1200,5.389176,1.684393,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r16_a64_st1200_wd_1p0000e-02,ok
3e-06,16,64.0,0.0,1200,100,alpaca_train_1k,0.2,default,5.389177,1.684393,1200,5.389177,1.684393,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r16_a64_st1200_wd_0p0000e00,ok
3e-06,32,64.0,0.0,1200,100,alpaca_train_1k,0.2,default,5.401099,1.686603,1200,5.401099,1.686603,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r32_a64_st1200_wd_0p0000e00,ok
3e-06,32,64.0,0.01,1200,100,alpaca_train_1k,0.2,default,5.401235,1.686628,1200,5.401235,1.686628,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r32_a64_st1200_wd_1p0000e-02,ok
3e-06,64,64.0,0.01,1200,100,alpaca_train_1k,0.2,default,5.407348,1.687759,1200,5.407348,1.687759,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r64_a64_st1200_wd_1p0000e-02,ok
3e-06,64,64.0,0.0,1200,100,alpaca_train_1k,0.2,default,5.407368,1.687762,1200,5.407368,1.687762,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r64_a64_st1200_wd_0p0000e00,ok
0.003,32,16.0,0.01,500,100,alpaca_train_1k,0.2,default,5.717786,1.743582,100,14299.622078,9.567988,500,2500.901936169,3367.937004637809,deepseek_bbh_autogrid/results/lr_3p0000e-03_r32_a16_st500_wd_1p0000e-02,ok
3e-06,64,32.0,0.0,1200,100,alpaca_train_1k,0.2,default,5.745196,1.748364,1200,5.745196,1.748364,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r64_a32_st1200_wd_0p0000e00,ok
3e-06,64,32.0,0.01,1200,100,alpaca_train_1k,0.2,default,5.745196,1.748364,1200,5.745196,1.748364,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r64_a32_st1200_wd_1p0000e-02,ok
3e-06,32,32.0,0.0,1200,100,alpaca_train_1k,0.2,default,5.764685,1.751751,1200,5.764685,1.751751,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r32_a32_st1200_wd_0p0000e00,ok
3e-06,32,32.0,0.01,1200,100,alpaca_train_1k,0.2,default,5.764732,1.751759,1200,5.764732,1.751759,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r32_a32_st1200_wd_1p0000e-02,ok
3e-06,16,32.0,0.0,1200,100,alpaca_train_1k,0.2,default,5.774453,1.753444,1200,5.774453,1.753444,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r16_a32_st1200_wd_0p0000e00,ok
3e-06,16,32.0,0.01,1200,100,alpaca_train_1k,0.2,default,5.774453,1.753443,1200,5.774453,1.753443,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r16_a32_st1200_wd_1p0000e-02,ok
0.0003,64,64.0,0.01,500,100,alpaca_train_1k,0.2,default,5.867254,1.769387,100,14.66195,2.685256,500,2.498945844171737,41.29231340589652,deepseek_bbh_autogrid/results/lr_3p0000e-04_r64_a64_st500_wd_1p0000e-02,ok
0.0003,64,64.0,0.0,500,100,alpaca_train_1k,0.2,default,5.892636,1.773703,100,16.946502,2.830061,500,2.8758779602201794,77.35614472877673,deepseek_bbh_autogrid/results/lr_3p0000e-04_r64_a64_st500_wd_0p0000e00,ok
3e-06,64,16.0,0.0,1200,100,alpaca_train_1k,0.2,default,6.554137,1.880097,1200,6.554137,1.880097,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r64_a16_st1200_wd_0p0000e00,ok
3e-06,64,16.0,0.01,1200,100,alpaca_train_1k,0.2,default,6.554195,1.880105,1200,6.554195,1.880105,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r64_a16_st1200_wd_1p0000e-02,ok
3e-06,32,16.0,0.0,1200,100,alpaca_train_1k,0.2,default,6.567685,1.882161,1200,6.567685,1.882161,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r32_a16_st1200_wd_0p0000e00,ok
3e-06,32,16.0,0.01,1200,100,alpaca_train_1k,0.2,default,6.567685,1.882161,1200,6.567685,1.882161,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r32_a16_st1200_wd_1p0000e-02,ok
0.003,32,64.0,0.01,500,100,alpaca_train_1k,0.2,default,6.599092,1.886932,100,8906.267288,9.09451,500,1349.6201125851858,4125.946704486011,deepseek_bbh_autogrid/results/lr_3p0000e-03_r32_a64_st500_wd_1p0000e-02,ok
3e-06,16,16.0,0.0,1200,100,alpaca_train_1k,0.2,default,6.630948,1.891748,1200,6.630948,1.891748,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r16_a16_st1200_wd_0p0000e00,ok
3e-06,16,16.0,0.01,1200,100,alpaca_train_1k,0.2,default,6.630989,1.891754,1200,6.630989,1.891754,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r16_a16_st1200_wd_1p0000e-02,ok
3e-06,64,64.0,0.0,500,100,alpaca_train_1k,0.2,default,7.219897,1.976841,500,7.219897,1.976841,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r64_a64_st500_wd_0p0000e00,ok
3e-06,64,64.0,0.01,500,100,alpaca_train_1k,0.2,default,7.219898,1.976841,500,7.219898,1.976841,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r64_a64_st500_wd_1p0000e-02,ok
3e-06,16,64.0,0.0,500,100,alpaca_train_1k,0.2,default,7.244106,1.980188,500,7.244106,1.980188,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r16_a64_st500_wd_0p0000e00,ok
3e-06,16,64.0,0.01,500,100,alpaca_train_1k,0.2,default,7.244107,1.980188,500,7.244107,1.980188,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r16_a64_st500_wd_1p0000e-02,ok
3e-06,32,64.0,0.0,500,100,alpaca_train_1k,0.2,default,7.256079,1.98184,500,7.256079,1.98184,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r32_a64_st500_wd_0p0000e00,ok
3e-06,32,64.0,0.01,500,100,alpaca_train_1k,0.2,default,7.256081,1.98184,500,7.256081,1.98184,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r32_a64_st500_wd_1p0000e-02,ok
3e-06,64,32.0,0.0,500,100,alpaca_train_1k,0.2,default,10.326477,2.334711,500,10.326477,2.334711,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r64_a32_st500_wd_0p0000e00,ok
3e-06,64,32.0,0.01,500,100,alpaca_train_1k,0.2,default,10.326478,2.334711,500,10.326478,2.334711,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r64_a32_st500_wd_1p0000e-02,ok
3e-06,32,32.0,0.01,500,100,alpaca_train_1k,0.2,default,10.46895,2.348414,500,10.46895,2.348414,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r32_a32_st500_wd_1p0000e-02,ok
3e-06,32,32.0,0.0,500,100,alpaca_train_1k,0.2,default,10.468951,2.348414,500,10.468951,2.348414,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r32_a32_st500_wd_0p0000e00,ok
3e-06,16,32.0,0.0,500,100,alpaca_train_1k,0.2,default,10.707856,2.370978,500,10.707856,2.370978,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r16_a32_st500_wd_0p0000e00,ok
3e-06,16,32.0,0.01,500,100,alpaca_train_1k,0.2,default,10.707858,2.370978,500,10.707858,2.370978,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r16_a32_st500_wd_1p0000e-02,ok
3e-06,16,16.0,0.0,500,100,alpaca_train_1k,0.2,default,13.45268,2.599178,500,13.45268,2.599178,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r16_a16_st500_wd_0p0000e00,ok
3e-06,16,16.0,0.01,500,100,alpaca_train_1k,0.2,default,13.45268,2.599178,500,13.45268,2.599178,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r16_a16_st500_wd_1p0000e-02,ok
3e-06,32,16.0,0.0,500,100,alpaca_train_1k,0.2,default,13.462413,2.599902,500,13.462413,2.599902,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r32_a16_st500_wd_0p0000e00,ok
3e-06,32,16.0,0.01,500,100,alpaca_train_1k,0.2,default,13.462413,2.599902,500,13.462413,2.599902,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r32_a16_st500_wd_1p0000e-02,ok
3e-06,64,16.0,0.0,500,100,alpaca_train_1k,0.2,default,13.48204,2.601358,500,13.48204,2.601358,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r64_a16_st500_wd_0p0000e00,ok
3e-06,64,16.0,0.01,500,100,alpaca_train_1k,0.2,default,13.48204,2.601358,500,13.48204,2.601358,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-06_r64_a16_st500_wd_1p0000e-02,ok
0.003,16,32.0,0.0,500,100,alpaca_train_1k,0.2,default,14.004532,2.639381,100,25.239749,3.22842,500,1.8022557983372811,17.586781425469983,deepseek_bbh_autogrid/results/lr_3p0000e-03_r16_a32_st500_wd_0p0000e00,ok
3e-07,64,64.0,0.0,1200,100,alpaca_train_1k,0.2,default,15.418991,2.7356,1200,15.418991,2.7356,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r64_a64_st1200_wd_0p0000e00,ok
3e-07,16,64.0,0.0,1200,100,alpaca_train_1k,0.2,default,15.427938,2.73618,1200,15.427938,2.73618,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r16_a64_st1200_wd_0p0000e00,ok
3e-07,16,64.0,0.01,1200,100,alpaca_train_1k,0.2,default,15.427938,2.73618,1200,15.427938,2.73618,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r16_a64_st1200_wd_1p0000e-02,ok
3e-07,32,64.0,0.0,1200,100,alpaca_train_1k,0.2,default,15.445336,2.737307,1200,15.445336,2.737307,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r32_a64_st1200_wd_0p0000e00,ok
3e-07,32,64.0,0.01,1200,100,alpaca_train_1k,0.2,default,15.445409,2.737312,1200,15.445409,2.737312,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r32_a64_st1200_wd_1p0000e-02,ok
3e-07,64,32.0,0.0,1200,100,alpaca_train_1k,0.2,default,16.622938,2.810784,1200,16.622938,2.810784,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r64_a32_st1200_wd_0p0000e00,ok
3e-07,64,32.0,0.01,1200,100,alpaca_train_1k,0.2,default,16.623009,2.810788,1200,16.623009,2.810788,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r64_a32_st1200_wd_1p0000e-02,ok
3e-07,32,32.0,0.0,1200,100,alpaca_train_1k,0.2,default,16.626608,2.811004,1200,16.626608,2.811004,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r32_a32_st1200_wd_0p0000e00,ok
3e-07,32,32.0,0.01,1200,100,alpaca_train_1k,0.2,default,16.626608,2.811004,1200,16.626608,2.811004,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r32_a32_st1200_wd_1p0000e-02,ok
3e-07,16,32.0,0.0,1200,100,alpaca_train_1k,0.2,default,16.638372,2.811712,1200,16.638372,2.811712,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r16_a32_st1200_wd_0p0000e00,ok
3e-07,16,32.0,0.01,1200,100,alpaca_train_1k,0.2,default,16.638372,2.811712,1200,16.638372,2.811712,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r16_a32_st1200_wd_1p0000e-02,ok
3e-07,64,64.0,0.0,500,100,alpaca_train_1k,0.2,default,17.013031,2.83398,500,17.013031,2.83398,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r64_a64_st500_wd_0p0000e00,ok
3e-07,64,64.0,0.01,500,100,alpaca_train_1k,0.2,default,17.013031,2.83398,500,17.013031,2.83398,500,1.0,1.0013254545883092,deepseek_bbh_autogrid/results/lr_3p0000e-07_r64_a64_st500_wd_1p0000e-02,ok
3e-07,16,64.0,0.0,500,100,alpaca_train_1k,0.2,default,17.015727,2.834138,500,17.015727,2.834138,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r16_a64_st500_wd_0p0000e00,ok
3e-07,16,64.0,0.01,500,100,alpaca_train_1k,0.2,default,17.015727,2.834138,500,17.015727,2.834138,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r16_a64_st500_wd_1p0000e-02,ok
3e-07,32,64.0,0.0,500,100,alpaca_train_1k,0.2,default,17.024181,2.834635,500,17.024181,2.834635,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r32_a64_st500_wd_0p0000e00,ok
3e-07,32,64.0,0.01,500,100,alpaca_train_1k,0.2,default,17.024181,2.834635,500,17.024181,2.834635,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r32_a64_st500_wd_1p0000e-02,ok
3e-07,16,16.0,0.0,1200,100,alpaca_train_1k,0.2,default,17.311088,2.851347,1200,17.311088,2.851347,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r16_a16_st1200_wd_0p0000e00,ok
3e-07,16,16.0,0.01,1200,100,alpaca_train_1k,0.2,default,17.311092,2.851347,1200,17.311092,2.851347,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r16_a16_st1200_wd_1p0000e-02,ok
