lr,lora_r,lora_alpha,weight_decay,max_steps,eval_every,sft_preset,sft_val_ratio,lora_type,best_eval_perplexity,best_eval_loss,best_iteration,last_eval_perplexity,last_eval_loss,last_iteration,metrics_dir,status,mmlu_mean_acc,mmlu_eval_json
0.0004,32,64.0,0.01,500,100,knowledge_mc_mix,0.1,mlora,1.041457,0.040621,400,1.04147,0.040633,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r32_a64_st500_wd_1p0000e-02,ok,0.533018484367106,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
0.0004,32,64.0,0.001,500,100,knowledge_mc_mix,0.1,mlora,1.041457,0.040621,400,1.04147,0.040633,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r32_a64_st500_wd_1p0000e-03,ok,0.533018484367106,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
0.0006,32,64.0,0.0,500,100,knowledge_mc_mix,0.1,mlora,1.038634,0.037907,500,1.038634,0.037907,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r32_a64_st500_wd_0p0000e00,ok,0.5300120174211734,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
0.0006,32,64.0,0.01,500,100,knowledge_mc_mix,0.1,mlora,1.038634,0.037907,500,1.038634,0.037907,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r32_a64_st500_wd_1p0000e-02,ok,0.5300120174211734,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
0.0006,32,64.0,0.001,500,100,knowledge_mc_mix,0.1,mlora,1.038634,0.037907,500,1.038634,0.037907,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r32_a64_st500_wd_1p0000e-03,ok,0.5300120174211734,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
0.0003,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,mlora,1.040158,0.039373,400,1.04022,0.039432,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r64_a128_st500_wd_0p0000e00,ok,0.5273397057252571,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
0.0003,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,mlora,1.040158,0.039373,400,1.04022,0.039432,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r64_a128_st500_wd_1p0000e-02,ok,0.5273397057252571,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
0.0003,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,mlora,1.040158,0.039373,400,1.04022,0.039432,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r64_a128_st500_wd_1p0000e-03,ok,0.5273397057252571,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-04_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
0.0004,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,mlora,1.038799,0.038066,500,1.038799,0.038066,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r64_a128_st500_wd_0p0000e00,ok,0.5251804410563862,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
0.0004,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,mlora,1.038799,0.038066,500,1.038799,0.038066,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r64_a128_st500_wd_1p0000e-02,ok,0.5251804410563862,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
0.0004,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,mlora,1.038799,0.038066,500,1.038799,0.038066,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r64_a128_st500_wd_1p0000e-03,ok,0.5251804410563862,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_4p0000e-04_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
0.001,32,64.0,0.0,500,100,knowledge_mc_mix,0.1,mlora,1.03741,0.036727,300,1.037947,0.037245,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_1p0000e-03_r32_a64_st500_wd_0p0000e00,ok,0.5238557401833762,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_1p0000e-03_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
0.001,32,64.0,0.01,500,100,knowledge_mc_mix,0.1,mlora,1.03741,0.036727,300,1.037947,0.037245,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_1p0000e-03_r32_a64_st500_wd_1p0000e-02,ok,0.5238557401833762,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_1p0000e-03_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
0.001,32,64.0,0.001,500,100,knowledge_mc_mix,0.1,mlora,1.03741,0.036727,300,1.037947,0.037245,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_1p0000e-03_r32_a64_st500_wd_1p0000e-03,ok,0.5238557401833762,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_1p0000e-03_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
0.0006,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,mlora,1.037423,0.03674,300,1.037711,0.037017,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r64_a128_st500_wd_0p0000e00,ok,0.5235399232289971,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
0.0006,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,mlora,1.037423,0.03674,300,1.037711,0.037017,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r64_a128_st500_wd_1p0000e-02,ok,0.5235399232289971,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
0.0006,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,mlora,1.037423,0.03674,300,1.037711,0.037017,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r64_a128_st500_wd_1p0000e-03,ok,0.5235399232289971,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_6p0000e-04_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
0.0015,32,64.0,0.0,500,100,knowledge_mc_mix,0.1,mlora,1.036298,0.035655,200,1.040502,0.039703,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_1p5000e-03_r32_a64_st500_wd_0p0000e00,ok,0.504778215455336,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_1p5000e-03_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
0.0015,32,64.0,0.01,500,100,knowledge_mc_mix,0.1,mlora,1.036298,0.035655,200,1.040502,0.039703,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_1p5000e-03_r32_a64_st500_wd_1p0000e-02,ok,0.504778215455336,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_1p5000e-03_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
0.0015,32,64.0,0.001,500,100,knowledge_mc_mix,0.1,mlora,1.036298,0.035655,200,1.040502,0.039703,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_1p5000e-03_r32_a64_st500_wd_1p0000e-03,ok,0.504778215455336,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_1p5000e-03_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
0.001,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,mlora,1.035927,0.035296,200,1.040879,0.040066,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_1p0000e-03_r64_a128_st500_wd_0p0000e00,ok,0.4726634134497717,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_1p0000e-03_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
0.001,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,mlora,1.035927,0.035296,200,1.040879,0.040066,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_1p0000e-03_r64_a128_st500_wd_1p0000e-02,ok,0.4726634134497717,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_1p0000e-03_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
0.001,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,mlora,1.035927,0.035296,200,1.040879,0.040066,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_1p0000e-03_r64_a128_st500_wd_1p0000e-03,ok,0.4726634134497717,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_1p0000e-03_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
0.003,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,mlora,1.039262,0.03851,300,1.040578,0.039776,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-03_r64_a128_st500_wd_0p0000e00,ok,0.4561292560929192,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-03_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
0.003,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,mlora,1.039262,0.03851,300,1.040578,0.039776,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-03_r64_a128_st500_wd_1p0000e-02,ok,0.4561292560929192,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-03_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
0.003,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,mlora,1.039262,0.03851,300,1.040578,0.039776,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-03_r64_a128_st500_wd_1p0000e-03,ok,0.4561292560929192,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-03_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
0.002,32,64.0,0.0,500,100,knowledge_mc_mix,0.1,mlora,1.035918,0.035288,200,1.041675,0.04083,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-03_r32_a64_st500_wd_0p0000e00,ok,0.4531436551775393,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-03_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
0.002,32,64.0,0.01,500,100,knowledge_mc_mix,0.1,mlora,1.035918,0.035288,200,1.041675,0.04083,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-03_r32_a64_st500_wd_1p0000e-02,ok,0.4531436551775393,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-03_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
0.002,32,64.0,0.001,500,100,knowledge_mc_mix,0.1,mlora,1.035918,0.035288,200,1.041675,0.04083,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-03_r32_a64_st500_wd_1p0000e-03,ok,0.4531436551775393,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-03_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
0.0015,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,mlora,1.035435,0.034822,200,1.041899,0.041045,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_1p5000e-03_r64_a128_st500_wd_0p0000e00,ok,0.44173939346302055,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_1p5000e-03_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
0.0015,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,mlora,1.035435,0.034822,200,1.041899,0.041045,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_1p5000e-03_r64_a128_st500_wd_1p0000e-02,ok,0.44173939346302055,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_1p5000e-03_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
0.0015,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,mlora,1.035435,0.034822,200,1.041899,0.041045,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_1p5000e-03_r64_a128_st500_wd_1p0000e-03,ok,0.44173939346302055,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_1p5000e-03_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
0.003,32,64.0,0.0,500,100,knowledge_mc_mix,0.1,mlora,1.035293,0.034684,200,1.036748,0.036089,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-03_r32_a64_st500_wd_0p0000e00,ok,0.44024739722596584,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-03_r32_a64_st500_wd_0p0000e00/mmlu_eval.json
0.003,32,64.0,0.01,500,100,knowledge_mc_mix,0.1,mlora,1.035293,0.034684,200,1.036748,0.036089,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-03_r32_a64_st500_wd_1p0000e-02,ok,0.44024739722596584,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-03_r32_a64_st500_wd_1p0000e-02/mmlu_eval.json
0.003,32,64.0,0.001,500,100,knowledge_mc_mix,0.1,mlora,1.035293,0.034684,200,1.036748,0.036089,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-03_r32_a64_st500_wd_1p0000e-03,ok,0.44024739722596584,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_3p0000e-03_r32_a64_st500_wd_1p0000e-03/mmlu_eval.json
0.002,64,128.0,0.0,500,100,knowledge_mc_mix,0.1,mlora,1.036421,0.035774,300,1.040375,0.039581,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-03_r64_a128_st500_wd_0p0000e00,ok,0.4358359612403651,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-03_r64_a128_st500_wd_0p0000e00/mmlu_eval.json
0.002,64,128.0,0.01,500,100,knowledge_mc_mix,0.1,mlora,1.036421,0.035774,300,1.040375,0.039581,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-03_r64_a128_st500_wd_1p0000e-02,ok,0.4358359612403651,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-03_r64_a128_st500_wd_1p0000e-02/mmlu_eval.json
0.002,64,128.0,0.001,500,100,knowledge_mc_mix,0.1,mlora,1.036421,0.035774,300,1.040375,0.039581,500,qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-03_r64_a128_st500_wd_1p0000e-03,ok,0.4358359612403651,/nfsshare/home/wangxiao/Manifold-Lora/qwen3_autogrid/results_mmlu_mlora_refine/lr_2p0000e-03_r64_a128_st500_wd_1p0000e-03/mmlu_eval.json
